# Semihemispheric annual emissions for H-1211 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2025-04-14 13:36:03.051838+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1983,6,1983.46,-3.1388877964425532,8.303515746029523,8.616761157450766,-7.445147471614585,1.3449959471469717,2.298642618975351,1.6786485826396547,1.20303098970284
1984,6,1984.46,-4.695271991191775,7.953238522739825,8.385856829598666,-7.123171925246239,2.0716097778122493,2.225493503846342,1.67579390680527,1.1696770897932232
1985,6,1985.46,-5.097987023133696,7.687014784468146,8.151416251978814,-6.867365493244365,2.1842877823985543,2.1940259696627367,1.6680076783998419,1.1865630379130137
1986,6,1986.46,-4.208089148567468,7.648088012102097,7.991303674082967,-6.551540166098012,2.1813501000851856,2.183622228600589,1.7043873949292374,1.1766292249362915
1987,6,1987.46,-2.8377478785537193,7.688243732856871,8.004188347990544,-6.01647585380526,1.8505933763101063,2.1509129541749235,1.6721926889847354,1.141459995847139
1988,6,1988.46,-2.264992102211059,7.592755039536741,8.062189707656561,-5.517289735882415,1.5305364445685736,2.118508757247922,1.6085433360243055,1.1194227942541732
1989,6,1989.46,-2.8973666384163947,7.424424806230518,7.650110083785417,-5.277406920049691,1.6887711747384686,2.048069844025071,1.5695861910298106,1.0944287564931825
1990,6,1990.46,-0.07708427495670378,7.216687755369393,7.075786983976722,-5.129004825807825,1.5279565660136614,2.028717565400089,1.527350265290031,1.07334683108734
1991,6,1991.46,0.7001457139732548,6.71320067395419,6.351200359923959,-5.3951369356599,1.6641636621135767,1.9195861347649728,1.4943822653319465,1.0504909660631516
1992,6,1992.46,-2.470271195751323,6.583419906911256,6.4346450332759915,-5.239306837696037,1.5072784094979104,1.8230742641889557,1.4542084582972907,1.0251935287530178
1993,6,1993.46,0.1667923497196142,6.924097121538224,6.329722112957508,-4.8318163073108655,1.4504705637035264,1.7667453084170432,1.4046827220348344,0.9894865151364272
1994,6,1994.46,-0.6710242179299595,6.152060303338616,5.914615659828395,-4.537315126696243,1.2026267878358385,1.6296834284851296,1.3461724730863225,0.9529770347903176
1995,6,1995.46,-0.5863307708817587,5.809990861153602,5.7542351895716335,-4.110635974492067,1.0563927878446304,1.5326528784932207,1.281717160459719,0.9522472508560013
1996,6,1996.46,-1.3570113165419695,5.834554727416113,5.698832695630313,-3.544008757683553,1.016057113260854,1.470636514769634,1.2745682946912238,0.8973536526487623
1997,6,1997.46,0.3168554724284789,5.820240794899314,5.560306699660153,-3.1476807442890933,0.9589209466383465,1.370463150400853,1.25527705719335,0.8549152152909986
1998,6,1998.46,0.2358442247102257,5.852872828626631,4.936770627705202,-3.044046044592403,0.8532679678964467,1.3051686644792662,1.179464393681008,0.8353249867080176
1999,6,1999.46,-0.42590391066948285,5.363452390671149,4.485038778083651,-2.9492632192156165,0.8017784255072385,1.2405843691570386,1.130680278998546,0.7797906621606726
2000,6,2000.46,0.8157353724944816,4.684747165793182,4.0240206699476095,-2.499737463987798,0.7455145800032175,1.213929542956612,1.0650156211134447,0.7239607103119712
2001,6,2001.46,-0.23075888909725428,4.0264376136241475,3.4906968258721753,-2.5097609306890516,0.7736860890769529,1.2005751482633613,1.0295226009036667,0.6977414384295939
2002,6,2002.46,0.11183537677890154,3.3839311156250536,3.0574356795597524,-2.0983507279065177,0.7264408259694838,1.1458428854467733,0.9512314183814508,0.659841434862052
2003,6,2003.46,0.8166797649889626,3.1102118476815517,2.70601215307217,-1.778360595842842,0.6709983357993106,1.0033164158089631,0.8583665920346353,0.593679405300057
2004,6,2004.46,1.6393955098268016,1.8580253533539366,2.088843198279179,-1.242074317380432,0.6165405671262234,0.7400605114034422,0.7679890158926423,0.5278014875265313
2005,6,2005.46,1.661635493332543,1.0180485186553325,1.4295643630636932,-0.8047095268303828,0.5097330922658856,0.4244786945473844,0.6072789426218078,0.44364066298186705
2006,6,2006.46,1.7379168943521146,0.8775274134241163,0.908821644767892,-0.4078331834218223,0.5605258010079325,0.3812550633557138,0.38636577065578187,0.33656036042383725
2007,6,2007.46,1.7164014293766865,0.7061465763146423,0.6331196308606719,-0.16602162941227713,0.6565636135760337,0.3722335297426097,0.3572836059586177,0.26877235233847147
2008,6,2008.46,1.8314947212646082,0.37971177242289994,0.6123093872527879,-0.0284367485245855,0.7637824349057807,0.3197563404261682,0.3585012372094182,0.24723942269255075
2009,6,2009.46,1.3930978297292727,0.3021854360938741,0.36264251167126743,0.03696215595544899,0.7633989775039883,0.3245771182024051,0.35401688235246304,0.2535097439087899
2010,6,2010.46,1.3064544142721604,0.21261162314175894,0.32916442529270407,-0.1700590555127031,0.7457840588231688,0.2919257856982505,0.3044132175254547,0.2171348245062109
2011,6,2011.46,1.0700730252387847,0.4664527173826543,0.42266747898175855,-0.23194428704457962,0.570550659384709,0.3325305987455126,0.30682981633447826,0.22494493774879168
2012,6,2012.46,0.8904044515868765,0.10208088320558749,0.12317896633348006,-0.13875463319726658,0.7809349592778886,0.25331084740348037,0.2511846832964089,0.2131121308395077
2013,6,2013.46,0.8886370358241097,-0.0688628070016137,0.14347575623415376,-0.126681112295985,0.7655674732786976,0.19885668158868344,0.20816968917930873,0.1872166760501301
2014,6,2014.46,0.7896694797470937,0.2075474129403476,0.09751295389174146,-0.15149754653780842,0.660261102298682,0.2827927748637909,0.18780186973020432,0.1882670739994742
2015,6,2015.46,0.47899533851319026,-0.023254173145924872,-0.06927031271629432,-0.23221151309017476,0.6118699441904961,0.2043154624410139,0.1938878293059743,0.32191604958678566
2016,6,2016.46,0.6440051881193122,-0.1192558779328108,0.049405782292755884,-0.3761710987063052,0.5411542057102025,0.2466437529827163,0.1807074816128784,0.34185664795273857
2017,6,2017.46,0.6050479601492534,-0.007812230770706086,0.24669961567542917,-0.2983237832948871,0.5127949985633159,0.21791290619870127,0.27114658509310274,0.273489932830143
2018,6,2018.46,0.5916400186390584,0.04936469476637212,0.11829033757408493,-0.08249318697765472,0.6509662498870945,0.20812352849391755,0.21687031015213318,0.17412005838644334
2019,6,2019.46,0.37307020367780214,0.11876014866742411,-0.13116099970806802,-0.09574891933673922,0.49537406364436026,0.2636511685582756,0.23309112539628785,0.1835227136275493
2020,6,2020.46,0.5025394121564696,-0.0865509847537949,-0.11980325730643958,-0.09634895065492498,0.55562730998691,0.20513065911436382,0.2174495703587446,0.17286141790553267
2021,6,2021.46,0.4379231671341622,0.37827865911491626,-0.20187072013470267,0.11426091915565754,0.34308735711455024,0.33289686690717807,0.22102259683232342,0.16308394718015282
2022,6,2022.46,0.23184143585320185,0.2451832496188233,-0.26730456541099124,-0.10548699033038796,0.26055116727440536,0.30224415024343027,0.29805753063286683,0.17997835920732708
2023,6,2023.46,0.24875109133501297,-0.09994820559590338,-0.05890398477069,-0.09747541391315605,0.4208774675344768,0.2811489966056014,0.22176729220320057,0.2281385889966981
