# Semihemispheric mole fractions for CFC-113a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-02-22 23:50:15.838953+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_mole_fractions_box0,Semihemispheric_mole_fractions_box1,Semihemispheric_mole_fractions_box2,Semihemispheric_mole_fractions_box3,Semihemispheric_mole_fractions_1-sigma_box0,Semihemispheric_mole_fractions_1-sigma_box1,Semihemispheric_mole_fractions_1-sigma_box2,Semihemispheric_mole_fractions_1-sigma_box3
1990,8,1990.58,,,,,,,,
1990,9,1990.67,,,,,,,,
1990,10,1990.75,,,,,,,,
1990,11,1990.83,,,,,,,,
1990,12,1990.92,,,,,,,,
1991,1,1991.0,,,,,,,,
1991,2,1991.08,,,,,,,,
1991,3,1991.17,,,,,,,,
1991,4,1991.25,,,,,,,,
1991,5,1991.33,,,,,,,,
1991,6,1991.42,,,,,,,,
1991,7,1991.5,,,,,,,,
1991,8,1991.58,,,,,,,,
1991,9,1991.67,,,,,,,,
1991,10,1991.75,,,,,,,,
1991,11,1991.83,,,,,,,,
1991,12,1991.92,,,,,,,,
1992,1,1992.0,,,,,,,,
1992,2,1992.08,,,,,,,,
1992,3,1992.17,,,,,,,,
1992,4,1992.25,,,,,,,,
1992,5,1992.33,,,,,,,,
1992,6,1992.42,,,,,,,,
1992,7,1992.5,,,,,,,,
1992,8,1992.58,,,,,,,,
1992,9,1992.67,,,,,,,,
1992,10,1992.75,,,,,,,,
1992,11,1992.83,,,,,,,,
1992,12,1992.92,,,,,,,,
1993,1,1993.0,,,,,,,,
1993,2,1993.08,,,,,,,,
1993,3,1993.17,,,,,,,,
1993,4,1993.25,,,,,,,,
1993,5,1993.33,,,,,,,,
1993,6,1993.42,,,,0.2038196835,,,,0.0114965095
1993,7,1993.5,,,,,,,,
1993,8,1993.58,,,,,,,,
1993,9,1993.67,,,,,,,,
1993,10,1993.75,,,,,,,,
1993,11,1993.83,,,,,,,,
1993,12,1993.92,,,,,,,,
1994,1,1994.0,,,,,,,,
1994,2,1994.08,,,,,,,,
1994,3,1994.17,,,,,,,,
1994,4,1994.25,,,,,,,,
1994,5,1994.33,,,,,,,,
1994,6,1994.42,,,,,,,,
1994,7,1994.5,,,,,,,,
1994,8,1994.58,,,,,,,,
1994,9,1994.67,,,,,,,,
1994,10,1994.75,,,,,,,,
1994,11,1994.83,,,,,,,,
1994,12,1994.92,,,,,,,,
1995,1,1995.0,,,,,,,,
1995,2,1995.08,,,,,,,,
1995,3,1995.17,,,,,,,,
1995,4,1995.25,,,,,,,,
1995,5,1995.33,,,,,,,,
1995,6,1995.42,,,,0.23818983300000002,,,,0.011441762
1995,7,1995.5,,,,,,,,
1995,8,1995.58,,,,,,,,
1995,9,1995.67,,,,,,,,
1995,10,1995.75,,,,,,,,
1995,11,1995.83,,,,,,,,
1995,12,1995.92,,,,,,,,
1996,1,1996.0,,,,,,,,
1996,2,1996.08,,,,,,,,
1996,3,1996.17,,,,,,,,
1996,4,1996.25,,,,,,,,
1996,5,1996.33,,,,,,,,
1996,6,1996.42,,,,,,,,
1996,7,1996.5,,,,,,,,
1996,8,1996.58,,,,,,,,
1996,9,1996.67,,,,,,,,
1996,10,1996.75,,,,,,,,
1996,11,1996.83,,,,,,,,
1996,12,1996.92,,,,,,,,
1997,1,1997.0,,,,0.221845013,,,,0.014490221000000001
1997,2,1997.08,,,,,,,,
1997,3,1997.17,,,,,,,,
1997,4,1997.25,,,,,,,,
1997,5,1997.33,,,,,,,,
1997,6,1997.42,,,,,,,,
1997,7,1997.5,,,,,,,,
1997,8,1997.58,,,,,,,,
1997,9,1997.67,,,,,,,,
1997,10,1997.75,,,,,,,,
1997,11,1997.83,,,,,,,,
1997,12,1997.92,,,,,,,,
1998,1,1998.0,,,,,,,,
1998,2,1998.08,,,,,,,,
1998,3,1998.17,,,,,,,,
1998,4,1998.25,,,,0.258819786,,,,0.011551256999999999
1998,5,1998.33,,,,,,,,
1998,6,1998.42,,,,,,,,
1998,7,1998.5,,,,,,,,
1998,8,1998.58,,,,,,,,
1998,9,1998.67,,,,,,,,
1998,10,1998.75,,,,,,,,
1998,11,1998.83,,,,,,,,
1998,12,1998.92,,,,,,,,
1999,1,1999.0,,,,,,,,
1999,2,1999.08,,,,,,,,
1999,3,1999.17,,,,,,,,
1999,4,1999.25,,,,,,,,
1999,5,1999.33,,,,,,,,
1999,6,1999.42,,,,0.27190644399999997,,,,0.014490221000000001
1999,7,1999.5,,,,,,,,
1999,8,1999.58,,,,,,,,
1999,9,1999.67,,,,,,,,
1999,10,1999.75,,,,,,,,
1999,11,1999.83,,,,,,,,
1999,12,1999.92,,,,,,,,
2000,1,2000.0,,,,,,,,
2000,2,2000.08,,,,0.27799913800000003,,,,0.014490221000000001
2000,3,2000.17,,,,,,,,
2000,4,2000.25,,,,,,,,
2000,5,2000.33,,,,,,,,
2000,6,2000.42,,,,,,,,
2000,7,2000.5,,,,,,,,
2000,8,2000.58,,,,,,,,
2000,9,2000.67,,,,,,,,
2000,10,2000.75,,,,,,,,
2000,11,2000.83,,,,,,,,
2000,12,2000.92,,,,,,,,
2001,1,2001.0,,,,,,,,
2001,2,2001.08,,,,,,,,
2001,3,2001.17,,,,,,,,
2001,4,2001.25,,,,0.29578106,,,,0.02021653
2001,5,2001.33,,,,,,,,
2001,6,2001.42,,,,,,,,
2001,7,2001.5,,,,,,,,
2001,8,2001.58,,,,,,,,
2001,9,2001.67,,,,,,,,
2001,10,2001.75,,,,,,,,
2001,11,2001.83,,,,,,,,
2001,12,2001.92,,,,0.281842667,,,,0.017236887
2002,1,2002.0,,,,,,,,
2002,2,2002.08,,,,,,,,
2002,3,2002.17,,,,,,,,
2002,4,2002.25,,,,,,,,
2002,5,2002.33,,,,,,,,
2002,6,2002.42,,,,,,,,
2002,7,2002.5,,,,,,,,
2002,8,2002.58,,,,,,,,
2002,9,2002.67,,,,,,,,
2002,10,2002.75,,,,,,,,
2002,11,2002.83,,,,,,,,
2002,12,2002.92,,,,,,,,
2003,1,2003.0,,,,,,,,
2003,2,2003.08,,,,,,,,
2003,3,2003.17,,,,,,,,
2003,4,2003.25,,,,,,,,
2003,5,2003.33,,,,0.315021969,,,,0.011009224
2003,6,2003.42,,,,,,,,
2003,7,2003.5,,,,,,,,
2003,8,2003.58,,,,,,,,
2003,9,2003.67,,,,,,,,
2003,10,2003.75,,,,,,,,
2003,11,2003.83,,,,,,,,
2003,12,2003.92,,,,,,,,
2004,1,2004.0,,,,,,,,
2004,2,2004.08,,,,,,,,
2004,3,2004.17,,,,,,,,
2004,4,2004.25,,,,,,,,
2004,5,2004.33,,,,,,,,
2004,6,2004.42,,,,0.307917552,,,,0.012386086000000001
2004,7,2004.5,,,,,,,,
2004,8,2004.58,,,,,,,,
2004,9,2004.67,,,,,,,,
2004,10,2004.75,,,,,,,,
2004,11,2004.83,,,,,,,,
2004,12,2004.92,,,,0.335795868,,,,0.012386086000000001
2005,1,2005.0,,,,0.330219357,,,,0.008529711
2005,2,2005.08,,,,0.324543879,,,,0.012352793999999999
2005,3,2005.17,,,,0.31555496899999996,,,,0.008035323
2005,4,2005.25,,,,0.331514734,,,,0.015653551
2005,5,2005.33,,,,,,,,
2005,6,2005.42,,,,,,,,
2005,7,2005.5,,,,,,,,
2005,8,2005.58,,,,,,,,
2005,9,2005.67,,,,,,,,
2005,10,2005.75,,,,0.344949548,,,,0.012465559
2005,11,2005.83,,,,,,,,
2005,12,2005.92,,,,,,,,
2006,1,2006.0,,,,,,,,
2006,2,2006.08,,,,0.35692768799999997,,,,0.019463179
2006,3,2006.17,,,,,,,,
2006,4,2006.25,,,,,,,,
2006,5,2006.33,,,,,,,,
2006,6,2006.42,,,,,,,,
2006,7,2006.5,,,,,,,,
2006,8,2006.58,,,,0.37970704299999997,,,,0.017806631
2006,9,2006.67,,,,,,,,
2006,10,2006.75,,,,,,,,
2006,11,2006.83,,,,,,,,
2006,12,2006.92,,,,0.357565124,,,,0.007554733
2007,1,2007.0,,,,,,,,
2007,2,2007.08,,,,,,,,
2007,3,2007.17,,,,,,,,
2007,4,2007.25,,,,,,,,
2007,5,2007.33,,,,0.359836344,,,,0.00807431
2007,6,2007.42,,,,0.360305305,,,,0.009523839000000001
2007,7,2007.5,,,,0.37403008600000004,,,,0.009762742
2007,8,2007.58,,,,0.37128747799999995,,,,0.014042415
2007,9,2007.67,,,,0.375739838,,,,0.005968071
2007,10,2007.75,,,,,,,,
2007,11,2007.83,,,,,,,,
2007,12,2007.92,,,,,,,,
2008,1,2008.0,,,,,,,,
2008,2,2008.08,,,,,,,,
2008,3,2008.17,,,,,,,,
2008,4,2008.25,,,,,,,,
2008,5,2008.33,,,,0.382485275,,,,0.010032840999999999
2008,6,2008.42,,,,0.38596184,,,,0.021380097999999997
2008,7,2008.5,,,,0.38600575299999995,,,,0.014249203
2008,8,2008.58,,,,0.389960708,,,,0.018400212
2008,9,2008.67,,,,,,,,
2008,10,2008.75,,,,,,,,
2008,11,2008.83,,,,,,,,
2008,12,2008.92,,,,,,,,
2009,1,2009.0,,,,,,,,
2009,2,2009.08,,,,,,,,
2009,3,2009.17,,,,0.406195335,,,,0.008143977
2009,4,2009.25,,,,,,,,
2009,5,2009.33,,,,,,,,
2009,6,2009.42,,,,,,,,
2009,7,2009.5,,,,0.42085782,,,,0.008539404
2009,8,2009.58,,,,,,,,
2009,9,2009.67,,,,,,,,
2009,10,2009.75,,,,,,,,
2009,11,2009.83,,,,,,,,
2009,12,2009.92,,,,,,,,
2010,1,2010.0,,,,,,,,
2010,2,2010.08,,,,,,,,
2010,3,2010.17,,,,,,,,
2010,4,2010.25,,,,,,,,
2010,5,2010.33,,,,,,,,
2010,6,2010.42,,,,,,,,
2010,7,2010.5,,,,,,,,
2010,8,2010.58,,,,,,,,
2010,9,2010.67,,,,,,,,
2010,10,2010.75,,,,,,,,
2010,11,2010.83,,,,,,,,
2010,12,2010.92,,,,0.44022966,,,,0.007153412
2011,1,2011.0,,,,,,,,
2011,2,2011.08,,,,0.430736795,,,,0.013713033000000001
2011,3,2011.17,,,,0.41731636200000005,,,,0.009359132
2011,4,2011.25,,,,0.417881685,,,,0.005564866
2011,5,2011.33,,,,0.41543525,,,,0.012351761000000001
2011,6,2011.42,,,,0.438032376,,,,0.020135302
2011,7,2011.5,,,,,,,,
2011,8,2011.58,,,,,,,,
2011,9,2011.67,,,,,,,,
2011,10,2011.75,,,,,,,,
2011,11,2011.83,,,,,,,,
2011,12,2011.92,,,,,,,,
2012,1,2012.0,,,,,,,,
2012,2,2012.08,,,,,,,,
2012,3,2012.17,,,,,,,,
2012,4,2012.25,,,,0.47718076,,,,0.019827241000000002
2012,5,2012.33,,,,,,,,
2012,6,2012.42,,,,,,,,
2012,7,2012.5,,,,,,,,
2012,8,2012.58,,,,0.48904669799999995,,,,0.019827241000000002
2012,9,2012.67,,,,,,,,
2012,10,2012.75,,,,,,,,
2012,11,2012.83,,,,,,,,
2012,12,2012.92,,,,0.49618857299999997,,,,0.019827241000000002
2013,1,2013.0,,,,,,,,
2013,2,2013.08,,,,,,,,
2013,3,2013.17,,,,0.52726442,,,,0.010508387
2013,4,2013.25,,,,,,,,
2013,5,2013.33,,,,,,,,
2013,6,2013.42,,,,,,,,
2013,7,2013.5,,,,0.53176301,,,,0.01055262
2013,8,2013.58,,,,,,,,
2013,9,2013.67,,,,,,,,
2013,10,2013.75,,,,0.544834822,,,,0.0078087
2013,11,2013.83,,,,,,,,
2013,12,2013.92,,,,,,,,
2014,1,2014.0,,,,,,,,
2014,2,2014.08,,,,0.5509218260000001,,,,0.00783968
2014,3,2014.17,,,,,,,,
2014,4,2014.25,,,,,,,,
2014,5,2014.33,,,,0.567172239,,,,0.017576142
2014,6,2014.42,,,,,,,,
2014,7,2014.5,,,,0.5970324260000001,,,,0.018501482
2014,8,2014.58,,,,,,,,
2014,9,2014.67,,,,0.583016264,,,,0.017689426
2014,10,2014.75,,,,,,,,
2014,11,2014.83,,,,0.597121205,,,,0.018504233000000002
2014,12,2014.92,,,,,,,,
2015,1,2015.0,,,,,,,,
2015,2,2015.08,,,,0.60812997,,,,0.020279092
2015,3,2015.17,,,,,,,,
2015,4,2015.25,,,,,,,,
2015,5,2015.33,,,,,,,,
2015,6,2015.42,,,,,,,,
2015,7,2015.5,,,,0.6314639670000001,,,,0.023268538999999998
2015,8,2015.58,,,,,,,,
2015,9,2015.67,,,,0.6171996820000001,,,,0.020618196000000002
2015,10,2015.75,,,,,,,,
2015,11,2015.83,,,,0.63651902,,,,0.023454811000000002
2015,12,2015.92,,,,,,,,
2016,1,2016.0,,,,0.652596341,,,,0.02258813
2016,2,2016.08,,,,,,,,
2016,3,2016.17,,,,,,,,
2016,4,2016.25,,,,0.656992486,,,,0.021976717000000003
2016,5,2016.33,,,,0.6583455570000001,,,,0.024343791
2016,6,2016.42,,,,,,,,
2016,7,2016.5,,,,0.6571553000000001,,,,0.024381594
2016,8,2016.58,,,,,,,,
2016,9,2016.67,,,,,,,,
2016,10,2016.75,,,,0.649730286,,,,0.019296989
2016,11,2016.83,,,,0.67323367,,,,0.018866575
2016,12,2016.92,,,,,,,,
2017,1,2017.0,,,,0.686298108,,,,0.019237293
2017,2,2017.08,,,,0.6983956859999999,,,,0.019565062
2017,3,2017.17,,,,,,,,
2017,4,2017.25,,,,,,,,
2017,5,2017.33,,,,,,,,
2017,6,2017.42,,,,,,,,
2017,7,2017.5,,,,,,,,
2017,8,2017.58,,,,,,,,
2017,9,2017.67,,,,,,,,
2017,10,2017.75,,,,,,,,
2017,11,2017.83,,,,,,,,
2017,12,2017.92,,,,,,,,
2018,1,2018.0,,,,,,,,
2018,2,2018.08,,,,0.736216093,,,,0.020186458
2018,3,2018.17,,,,0.7586203709999999,,,,0.022169364
2018,4,2018.25,,,,,,,,
2018,5,2018.33,,,,0.771189958,,,,0.011215208999999999
2018,6,2018.42,,,,,,,,
2018,7,2018.5,,,,0.7657683470000001,,,,0.010461429
2018,8,2018.58,,,,,,,,
2018,9,2018.67,,,,0.81002025,,,,0.031815752
2018,10,2018.75,,,,,,,,
2018,11,2018.83,,,,0.826201561,,,,0.016815133
2018,12,2018.92,,,,,,,,
2019,1,2019.0,,,,0.8067372559999999,,,,0.023533602
2019,2,2019.08,,,,,,,,
2019,3,2019.17,,,,0.822628714,,,,0.023490743999999997
2019,4,2019.25,,,,,,,,
2019,5,2019.33,,,,0.838345232,,,,0.01992565
2019,6,2019.42,,,,,,,,
2019,7,2019.5,,,,0.87618978,,,,0.022650971000000002
2019,8,2019.58,,,,,,,,
2019,9,2019.67,,,,0.877910988,,,,0.008534439
2019,10,2019.75,,,,,,,,
2019,11,2019.83,,,,0.8990485559999999,,,,0.019190818000000002
2019,12,2019.92,,,,,,,,
2020,1,2020.0,,,,,,,,
2020,2,2020.08,,,,0.9080773715,,,,0.0174618925
2020,3,2020.17,,,,,,,,
2020,4,2020.25,,,,0.941223347,,,,0.010428320999999999
2020,5,2020.33,,,,0.9499199079999999,,,,0.028972616
2020,6,2020.42,,,,,,,,
2020,7,2020.5,,,,0.9780730040000001,,,,0.028417609
2020,8,2020.58,,,,,,,,
2020,9,2020.67,,,,0.9850788859999999,,,,0.012642442
2020,10,2020.75,,,,,,,,
2020,11,2020.83,,,,0.989289463,,,,0.02903691
2020,12,2020.92,,,,,,,,
