# Bottom Up emissions for H-1211 martin.vollmer@empa.ch 14-8-2015,,,,
# UNITS: Gg/yr,,,,
year,box_0,box_1,box_2,box_3
2048,1.713348,0.2092,0.100416,0.069036
2049,1.713348,0.2092,0.100416,0.069036
2050,1.713348,0.2092,0.100416,0.069036
2051,1.713348,0.2092,0.100416,0.069036
2052,1.713348,0.2092,0.100416,0.069036
2053,1.713348,0.2092,0.100416,0.069036
2054,1.713348,0.2092,0.100416,0.069036
2055,1.713348,0.2092,0.100416,0.069036
2056,1.713348,0.2092,0.100416,0.069036
2057,1.713348,0.2092,0.100416,0.069036
2058,1.713348,0.2092,0.100416,0.069036
2059,1.713348,0.2092,0.100416,0.069036
2060,1.713348,0.2092,0.100416,0.069036
2061,1.713348,0.2092,0.100416,0.069036
2062,1.713348,0.2092,0.100416,0.069036
2063,1.713348,0.2092,0.100416,0.069036
2064,1.713348,0.2092,0.100416,0.069036
2065,1.713348,0.2092,0.100416,0.069036
2066,1.713348,0.2092,0.100416,0.069036
2067,1.713348,0.2092,0.100416,0.069036
2068,1.713348,0.2092,0.100416,0.069036
2069,1.713348,0.2092,0.100416,0.069036
2070,1.713348,0.2092,0.100416,0.069036
2071,1.713348,0.2092,0.100416,0.069036
2072,1.713348,0.2092,0.100416,0.069036
2073,1.713348,0.2092,0.100416,0.069036
2074,1.713348,0.2092,0.100416,0.069036
2075,1.713348,0.2092,0.100416,0.069036
2076,1.713348,0.2092,0.100416,0.069036
2077,1.713348,0.2092,0.100416,0.069036
2078,1.713348,0.2092,0.100416,0.069036
2079,1.713348,0.2092,0.100416,0.069036
2080,1.713348,0.2092,0.100416,0.069036
2081,1.713348,0.2092,0.100416,0.069036
2082,1.713348,0.2092,0.100416,0.069036
2083,1.713348,0.2092,0.100416,0.069036
2084,1.713348,0.2092,0.100416,0.069036
2085,1.713348,0.2092,0.100416,0.069036
2086,1.713348,0.2092,0.100416,0.069036
2087,1.713348,0.2092,0.100416,0.069036
2088,1.713348,0.2092,0.100416,0.069036
2089,1.713348,0.2092,0.100416,0.069036
2090,1.713348,0.2092,0.100416,0.069036
2091,1.713348,0.2092,0.100416,0.069036
2092,1.713348,0.2092,0.100416,0.069036
2093,1.713348,0.2092,0.100416,0.069036
2094,1.713348,0.2092,0.100416,0.069036
2095,1.713348,0.2092,0.100416,0.069036
2096,1.713348,0.2092,0.100416,0.069036
2097,1.713348,0.2092,0.100416,0.069036
2098,1.713348,0.2092,0.100416,0.069036
2099,1.713348,0.2092,0.100416,0.069036
2100,1.713348,0.2092,0.100416,0.069036
