# Bottom Up emissions for H-1211 Volmer et al., 0.0 before 1963
# UNITS: Gg/yr
year,box_0,box_1,box_2,box_3
2037,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2038,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2039,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2040,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2041,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2042,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2043,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2044,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2045,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2046,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2047,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2048,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2049,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2050,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2051,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2052,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2053,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2054,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2055,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2056,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2057,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2058,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2059,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2060,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2061,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2062,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2063,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2064,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2065,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2066,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2067,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2068,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2069,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2070,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2071,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2072,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2073,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2074,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2075,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2076,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2077,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2078,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2079,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2080,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2081,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2082,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2083,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2084,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2085,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2086,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2087,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2088,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2089,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2090,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2091,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2092,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2093,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2094,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2095,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2096,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2097,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2098,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2099,1.7133479999999999,0.2092,0.10041599999999999,0.069036
2100,1.7133479999999999,0.2092,0.10041599999999999,0.069036
