# Semihemispheric annual emissions for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-03-22 21:23:56.644839+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
2006,6,2006.46,0.055503483280443626,0.14310976164689795,0.17289260942780163,0.1910397524123935,1.226344217816027,1.5463962310559163,1.7669414404799013,1.1678387126667427
2007,6,2007.46,0.2521026026935152,0.15133477215012706,0.18509588475432917,0.15964704235676527,1.1554799834184208,1.5258232965419354,1.7665263967775946,1.1789126368550906
2008,6,2008.46,0.3321473573073251,0.1589187832620998,0.1827473805658366,0.14071105763923078,1.0920588593916187,1.5060607885196677,1.7777262278276345,1.1729989283279767
2009,6,2009.46,0.31273780454660255,0.15874639376207406,0.17849354842903462,0.1443472432191805,0.967655300472074,1.4675389266521366,1.7663777410914068,1.1687723718461103
2010,6,2010.46,0.0973526676771486,0.1547071357064654,0.1657069730886305,0.13407265993954404,0.9707216706206927,1.4294980419256313,1.7618646334591854,1.1663897530289102
2011,6,2011.46,0.04445531511045337,0.2509122651743993,0.24794329544805635,0.19226958936006264,0.9119498081488977,1.4217934772170506,1.747095643840854,1.169328723311412
2012,6,2012.46,0.07642222306403322,0.3047994999190009,0.2906157491964451,0.25630909548490416,0.9337262861322342,1.4170079435548295,1.7525466748752137,1.1625961376217695
2013,6,2013.46,0.0,0.2790409176059186,0.23576446331183784,0.17648710055499237,0.9095536234609761,1.4176596649263986,1.7570450916096159,1.1566371704440181
2014,6,2014.46,0.1320657421558252,0.36699902353851943,0.3005044334059958,0.1577074142002057,0.9055012906950771,1.4108157291336825,1.751249696882246,1.1527022830906062
2015,6,2015.46,0.2969656805558822,0.43149311187512635,0.36756900489934224,0.20337162138651801,0.9060206765792745,1.4085039052161648,1.7659779796386301,1.1634768069277959
2016,6,2016.46,0.480033066881344,0.424112737078116,0.32720077768847844,0.1423993838266387,0.8874247388373818,1.4151553998890012,1.77104889649089,1.1645963563543889
2017,6,2017.46,0.7041141145071811,0.5023960593717626,0.38197679209279795,0.14435432857111755,0.9270058498350089,1.4266050831349777,1.780942631773115,1.167726392900988
2018,6,2018.46,0.6935005194309635,0.5253390321337461,0.45448072436856773,0.2304719962631835,0.9312810971342198,1.452435905838828,1.793568135486166,1.1759685874680503
2019,6,2019.46,0.6939212809014875,0.5331226108035539,0.5192553257971342,0.2976437464691802,0.9464630221648399,1.464466015499671,1.7939452923423571,1.178810416655946
2020,6,2020.46,0.3691738193448319,0.5315772173597295,0.4763308752533523,0.21274732168158025,0.9627115076392239,1.485876890535057,1.7954614236827247,1.194944612373039
