# Semihemispheric mole fractions for CFC-114 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-02-23 00:25:26.212732+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_mole_fractions_box0,Semihemispheric_mole_fractions_box1,Semihemispheric_mole_fractions_box2,Semihemispheric_mole_fractions_box3,Semihemispheric_mole_fractions_1-sigma_box0,Semihemispheric_mole_fractions_1-sigma_box1,Semihemispheric_mole_fractions_1-sigma_box2,Semihemispheric_mole_fractions_1-sigma_box3
1990,4,1990.25,,,,,,,,
1990,5,1990.33,,,,14.03260689,,,,0.230615552
1990,6,1990.42,,,,,,,,
1990,7,1990.5,,,,,,,,
1990,8,1990.58,,,,,,,,
1990,9,1990.67,,,,,,,,
1990,10,1990.75,,,,,,,,
1990,11,1990.83,,,,,,,,
1990,12,1990.92,,,,14.27874441,,,,0.222814504
1991,1,1991.0,,,,,,,,
1991,2,1991.08,,,,,,,,
1991,3,1991.17,,,,14.21050598,,,,0.042537782999999996
1991,4,1991.25,,,,,,,,
1991,5,1991.33,,,,,,,,
1991,6,1991.42,,,,14.65654502,,,,0.049070370999999995
1991,7,1991.5,,,,14.89050282,,,,0.179874053
1991,8,1991.58,,,,,,,,
1991,9,1991.67,,,,,,,,
1991,10,1991.75,,,,,,,,
1991,11,1991.83,,,,,,,,
1991,12,1991.92,,,,,,,,
1992,1,1992.0,,,,14.45145214,,,,0.00227881
1992,2,1992.08,,,,14.56311382,,,,0.083252518
1992,3,1992.17,,,,,,,,
1992,4,1992.25,,,,14.84518534,,,,0.051754491
1992,5,1992.33,,,,,,,,
1992,6,1992.42,,,,,,,,
1992,7,1992.5,,,,14.9079737,,,,0.056514483
1992,8,1992.58,,,,,,,,
1992,9,1992.67,,,,14.89855462,,,,0.12624606300000002
1992,10,1992.75,,,,,,,,
1992,11,1992.83,,,,,,,,
1992,12,1992.92,,,,,,,,
1993,1,1993.0,,,,,,,,
1993,2,1993.08,,,,,,,,
1993,3,1993.17,,,,,,,,
1993,4,1993.25,,,,,,,,
1993,5,1993.33,,,,,,,,
1993,6,1993.42,,,,14.89688349,,,,0.059097134
1993,7,1993.5,,,,,,,,
1993,8,1993.58,,,,14.53546426,,,,0.196433405
1993,9,1993.67,,,,15.23004548,,,,0.250213316
1993,10,1993.75,,,,,,,,
1993,11,1993.83,,,,,,,,
1993,12,1993.92,,,,,,,,
1994,1,1994.0,,,,,,,,
1994,2,1994.08,,,,15.17474637,,,,0.146907272
1994,3,1994.17,,,,14.69558862,,,,0.073529596
1994,4,1994.25,,,,15.03725817,,,,0.00455762
1994,5,1994.33,,,,,,,,
1994,6,1994.42,,,,15.10106485,,,,0.19673724550000002
1994,7,1994.5,,,,,,,,
1994,8,1994.58,,,,,,,,
1994,9,1994.67,,,,,,,,
1994,10,1994.75,,,,14.84887656,,,,0.118801951
1994,11,1994.83,,,,,,,,
1994,12,1994.92,,,,15.03695433,,,,0.35351936
1995,1,1995.0,,,,,,,,
1995,2,1995.08,,,,15.01310279,,,,0.153136018
1995,3,1995.17,,,,15.17875555,,,,0.06563150200000001
1995,4,1995.25,,,,14.9167851,,,,0.043449307
1995,5,1995.33,,,,,,,,
1995,6,1995.42,,,,14.97851466,,,,0.473755263
1995,7,1995.5,,,,,,,,
1995,8,1995.58,,,,,,,,
1995,9,1995.67,,,,,,,,
1995,10,1995.75,,,,,,,,
1995,11,1995.83,,,,15.14345071,,,,0.256442063
1995,12,1995.92,,,,,,,,
1996,1,1996.0,,,,,,,,
1996,2,1996.08,,,,14.974479999999998,,,,0.18317485
1996,3,1996.17,,,,,,,,
1996,4,1996.25,,,,14.85946847,,,,0.17794072600000002
1996,5,1996.33,,,,14.95652013,,,,0.276289701
1996,6,1996.42,,,,,,,,
1996,7,1996.5,,,,,,,,
1996,8,1996.58,,,,15.13852392,,,,0.005381313
1996,9,1996.67,,,,,,,,
1996,10,1996.75,,,,,,,,
1996,11,1996.83,,,,15.14575079,,,,0.078083381
1996,12,1996.92,,,,,,,,
1997,1,1997.0,,,,15.14414195,,,,0.144573961
1997,2,1997.08,,,,14.91672737,,,,0.066804613
1997,3,1997.17,,,,,,,,
1997,4,1997.25,,,,,,,,
1997,5,1997.33,,,,15.15952543,,,,0.006164508000000001
1997,6,1997.42,,,,,,,,
1997,7,1997.5,,,,15.05372637,,,,0.047252172
1997,8,1997.58,,,,,,,,
1997,9,1997.67,,,,,,,,
1997,10,1997.75,,,,,,,,
1997,11,1997.83,,,,,,,,
1997,12,1997.92,,,,,,,,
1998,1,1998.0,,,,,,,,
1998,2,1998.08,,,,,,,,
1998,3,1998.17,,,,15.12549065,,,,0.050642583
1998,4,1998.25,,,,15.02138702,,,,0.02452602
1998,5,1998.33,,,,15.09630973,,,,0.21855471199999998
1998,6,1998.42,,,,14.85562184,,,,0.204977983
1998,7,1998.5,,,,15.24105973,,,,0.008622659
1998,8,1998.58,,,,15.04330006,,,,0.052078892
1998,9,1998.67,,,,15.15909398,,,,0.013001906
1998,10,1998.75,,,,15.20019915,,,,0.093268636
1998,11,1998.83,,,,15.34979542,,,,0.040115473
1998,12,1998.92,,,,,,,,
1999,1,1999.0,,,,,,,,
1999,2,1999.08,,,,15.19717593,,,,0.048070179000000005
1999,3,1999.17,,,,14.97066983,,,,0.021848884
1999,4,1999.25,,,,14.98332482,,,,0.030106251
1999,5,1999.33,,,,15.18146899,,,,0.128301052
1999,6,1999.42,,,,15.24499751,,,,0.12902960300000002
1999,7,1999.5,,,,,,,,
1999,8,1999.58,,,,15.01273666,,,,0.110003705
1999,9,1999.67,,,,15.36891311,,,,0.009000039
1999,10,1999.75,,,,15.08817286,,,,0.010624595
1999,11,1999.83,,,,14.91039835,,,,0.000326758
1999,12,1999.92,,,,15.09389419,,,,0.043390991
2000,1,2000.0,,,,15.23803043,,,,0.060518972000000004
2000,2,2000.08,,,,15.042267,,,,0.042629285
2000,3,2000.17,,,,,,,,
2000,4,2000.25,,,,,,,,
2000,5,2000.33,,,,,,,,
2000,6,2000.42,,,,,,,,
2000,7,2000.5,,,,,,,,
2000,8,2000.58,,,,,,,,
2000,9,2000.67,,,,,,,,
2000,10,2000.75,,,,,,,,
2000,11,2000.83,,,,,,,,
2000,12,2000.92,,,,,,,,
2001,1,2001.0,,,,,,,,
2001,2,2001.08,,,,,,,,
2001,3,2001.17,,,,,,,,
2001,4,2001.25,,,,15.00105193,,,,0.22873574100000002
2001,5,2001.33,,,,,,,,
2001,6,2001.42,,,,14.8307418,,,,0.005584657
2001,7,2001.5,,,,15.2069943,,,,0.04247164
2001,8,2001.58,,,,15.25009749,,,,0.012288283999999998
2001,9,2001.67,,,,14.9662535,,,,0.205881222
2001,10,2001.75,,,,15.08074698,,,,0.19709176399999997
2001,11,2001.83,,,,15.11112959,,,,0.183758082
2001,12,2001.92,,,,15.13960104,,,,0.113205368
2002,1,2002.0,,,,,,,,
2002,2,2002.08,,,,,,,,
2002,3,2002.17,,,,,,,,
2002,4,2002.25,,,,,,,,
2002,5,2002.33,,,,,,,,
2002,6,2002.42,,,,,,,,
2002,7,2002.5,,,,,,,,
2002,8,2002.58,,,,,,,,
2002,9,2002.67,,,,,,,,
2002,10,2002.75,,,,,,,,
2002,11,2002.83,,,,,,,,
2002,12,2002.92,,,,,,,,
2003,1,2003.0,,,,15.27467066,,,,0.007744443
2003,2,2003.08,,,,,,,,
2003,3,2003.17,,,,14.98230847,,,,0.084159274
2003,4,2003.25,,,,14.91481013,,,,0.19293923
2003,5,2003.33,,,,15.27401945,,,,0.48689414299999995
2003,6,2003.42,,,,,,,,
2003,7,2003.5,,,,,,,,
2003,8,2003.58,,,,,,,,
2003,9,2003.67,,,,15.19818848,,,,0.10521676
2003,10,2003.75,,,,14.92008177,,,,0.098984797
2003,11,2003.83,,,,,,,,
2003,12,2003.92,,,,15.158819,,,,0.138003459
2004,1,2004.0,,,,15.09240993,,,,0.004417342
2004,2,2004.08,,,,,,,,
2004,3,2004.17,,,,,,,,
2004,4,2004.25,,,,,,,,
2004,5,2004.33,,,,15.0211242,,,,0.075053063
2004,6,2004.42,,,,14.91947059,,,,0.381178429
2004,7,2004.5,,,,,,,,
2004,8,2004.58,,,,15.25587199,,,,0.07899874
2004,9,2004.67,,,,14.97843754,,,,0.061263395
2004,10,2004.75,,,,,,,,
2004,11,2004.83,,,,,,,,
2004,12,2004.92,,,,,,,,
2005,1,2005.0,,,,15.92305976,,,,0.266505518
2005,2,2005.08,,,,,,,,
2005,3,2005.17,,,,,,,,
2005,4,2005.25,,,,15.35100893,,,,0.259835214
2005,5,2005.33,,,,,,,,
2005,6,2005.42,,,,,,,,
2005,7,2005.5,,,,,,,,
2005,8,2005.58,,,,,,,,
2005,9,2005.67,,,,,,,,
2005,10,2005.75,,,,,,,,
2005,11,2005.83,,,,,,,,
2005,12,2005.92,,,,15.12653001,,,,0.24480227699999998
2006,1,2006.0,,,,,,,,
2006,2,2006.08,,,,14.77418035,,,,0.35393269899999996
2006,3,2006.17,,,,,,,,
2006,4,2006.25,,,,,,,,
2006,5,2006.33,,,,,,,,
2006,6,2006.42,,,,,,,,
2006,7,2006.5,,,,,,,,
2006,8,2006.58,,,,14.89048989,,,,0.249101605
2006,9,2006.67,,,,,,,,
2006,10,2006.75,,,,,,,,
2006,11,2006.83,,,,,,,,
2006,12,2006.92,,,,14.935631400000002,,,,0.47124795
2007,1,2007.0,,,,,,,,
2007,2,2007.08,,,,,,,,
2007,3,2007.17,,,,,,,,
2007,4,2007.25,,,,,,,,
2007,5,2007.33,,,,,,,,
2007,6,2007.42,,,,14.8335639,,,,0.248476124
2007,7,2007.5,,,,,,,,
2007,8,2007.58,,,,,,,,
2007,9,2007.67,,,,14.988362300000002,,,,0.255646599
2007,10,2007.75,,,,,,,,
2007,11,2007.83,,,,,,,,
2007,12,2007.92,,,,,,,,
2008,1,2008.0,,,,,,,,
2008,2,2008.08,,,,,,,,
2008,3,2008.17,,,,,,,,
2008,4,2008.25,,,,,,,,
2008,5,2008.33,,,,,,,,
2008,6,2008.42,,,,14.87613925,,,,0.469550961
2008,7,2008.5,,,,,,,,
2008,8,2008.58,,,,,,,,
2008,9,2008.67,,,,,,,,
2008,10,2008.75,,,,,,,,
2008,11,2008.83,,,,,,,,
2008,12,2008.92,,,,,,,,
2009,1,2009.0,,,,,,,,
2009,2,2009.08,,,,,,,,
2009,3,2009.17,,,,15.21280581,,,,0.23041487300000002
2009,4,2009.25,,,,,,,,
2009,5,2009.33,,,,,,,,
2009,6,2009.42,,,,,,,,
2009,7,2009.5,,,,,,,,
2009,8,2009.58,,,,,,,,
2009,9,2009.67,,,,,,,,
2009,10,2009.75,,,,,,,,
2009,11,2009.83,,,,,,,,
2009,12,2009.92,,,,,,,,
2010,1,2010.0,,,,,,,,
2010,2,2010.08,,,,,,,,
2010,3,2010.17,,,,,,,,
2010,4,2010.25,,,,,,,,
2010,5,2010.33,,,,,,,,
2010,6,2010.42,,,,,,,,
2010,7,2010.5,,,,,,,,
2010,8,2010.58,,,,,,,,
2010,9,2010.67,,,,,,,,
2010,10,2010.75,,,,,,,,
2010,11,2010.83,,,,,,,,
2010,12,2010.92,,,,15.18703412,,,,0.487221313
2011,1,2011.0,,,,,,,,
2011,2,2011.08,,,,,,,,
2011,3,2011.17,,,,,,,,
2011,4,2011.25,,,,,,,,
2011,5,2011.33,,,,14.90618235,,,,0.114618754
2011,6,2011.42,,,,15.33771768,,,,0.165016924
2011,7,2011.5,,,,,,,,
2011,8,2011.58,,,,,,,,
2011,9,2011.67,,,,,,,,
2011,10,2011.75,,,,,,,,
2011,11,2011.83,,,,,,,,
2011,12,2011.92,,,,,,,,
2012,1,2012.0,,,,,,,,
2012,2,2012.08,,,,,,,,
2012,3,2012.17,,,,,,,,
2012,4,2012.25,,,,15.31525034,,,,0.509751823
2012,5,2012.33,,,,,,,,
2012,6,2012.42,,,,,,,,
2012,7,2012.5,,,,,,,,
2012,8,2012.58,,,,,,,,
2012,9,2012.67,,,,,,,,
2012,10,2012.75,,,,,,,,
2012,11,2012.83,,,,,,,,
2012,12,2012.92,,,,15.29411399,,,,0.307582499
2013,1,2013.0,,,,,,,,
2013,2,2013.08,,,,,,,,
2013,3,2013.17,,,,14.70870499,,,,0.276362131
2013,4,2013.25,,,,,,,,
2013,5,2013.33,,,,,,,,
2013,6,2013.42,,,,,,,,
2013,7,2013.5,,,,14.71164074,,,,0.276454137
2013,8,2013.58,,,,,,,,
2013,9,2013.67,,,,,,,,
2013,10,2013.75,,,,14.69561113,,,,0.339624976
2013,11,2013.83,,,,,,,,
2013,12,2013.92,,,,,,,,
2014,1,2014.0,,,,,,,,
2014,2,2014.08,,,,14.73896106,,,,0.33997032
2014,3,2014.17,,,,,,,,
2014,4,2014.25,,,,,,,,
2014,5,2014.33,,,,14.88547821,,,,0.273630826
2014,6,2014.42,,,,,,,,
2014,7,2014.5,,,,14.83577686,,,,0.272717556
2014,8,2014.58,,,,,,,,
2014,9,2014.67,,,,14.71447577,,,,0.270489262
2014,10,2014.75,,,,,,,,
2014,11,2014.83,,,,14.75827272,,,,0.27129263600000003
2014,12,2014.92,,,,,,,,
2015,1,2015.0,,,,,,,,
2015,2,2015.08,,,,14.83013068,,,,0.092968837
2015,3,2015.17,,,,,,,,
2015,4,2015.25,,,,,,,,
2015,5,2015.33,,,,,,,,
2015,6,2015.42,,,,,,,,
2015,7,2015.5,,,,14.99539655,,,,0.238929587
2015,8,2015.58,,,,,,,,
2015,9,2015.67,,,,15.06790614,,,,0.055326849000000004
2015,10,2015.75,,,,,,,,
2015,11,2015.83,,,,14.71970679,,,,0.245638918
2015,12,2015.92,,,,,,,,
2016,1,2016.0,,,,14.67980099,,,,0.126987181
2016,2,2016.08,,,,,,,,
2016,3,2016.17,,,,,,,,
2016,4,2016.25,,,,14.43051685,,,,0.198230241
2016,5,2016.33,,,,14.70334358,,,,0.128354426
2016,6,2016.42,,,,,,,,
2016,7,2016.5,,,,14.64228368,,,,0.11677331099999999
2016,8,2016.58,,,,,,,,
2016,9,2016.67,,,,,,,,
2016,10,2016.75,,,,14.83173099,,,,0.300410099
2016,11,2016.83,,,,14.55764238,,,,0.294858556
2016,12,2016.92,,,,,,,,
2017,1,2017.0,,,,14.70069695,,,,0.23046288
2017,2,2017.08,,,,14.79385323,,,,0.051201942
2017,3,2017.17,,,,,,,,
2017,4,2017.25,,,,,,,,
2017,5,2017.33,,,,,,,,
2017,6,2017.42,,,,,,,,
2017,7,2017.5,,,,,,,,
2017,8,2017.58,,,,,,,,
2017,9,2017.67,,,,,,,,
2017,10,2017.75,,,,,,,,
2017,11,2017.83,,,,,,,,
2017,12,2017.92,,,,,,,,
2018,1,2018.0,,,,,,,,
2018,2,2018.08,,,,14.69992575,,,,0.054737469000000004
2018,3,2018.17,,,,14.53624821,,,,0.170585128
2018,4,2018.25,,,,,,,,
2018,5,2018.33,,,,14.49853969,,,,0.168336032
2018,6,2018.42,,,,,,,,
2018,7,2018.5,,,,14.63870127,,,,0.544552528
2018,8,2018.58,,,,,,,,
2018,9,2018.67,,,,14.70225292,,,,0.106528175
2018,10,2018.75,,,,,,,,
2018,11,2018.83,,,,14.28712058,,,,0.233968717
2018,12,2018.92,,,,,,,,
2019,1,2019.0,,,,14.63455912,,,,0.067355273
2019,2,2019.08,,,,,,,,
2019,3,2019.17,,,,14.64163627,,,,0.10763617
2019,4,2019.25,,,,,,,,
2019,5,2019.33,,,,14.65011158,,,,0.268594784
2019,6,2019.42,,,,,,,,
2019,7,2019.5,,,,14.65979333,,,,0.112945824
2019,8,2019.58,,,,,,,,
2019,9,2019.67,,,,14.78928904,,,,0.190669463
2019,10,2019.75,,,,,,,,
2019,11,2019.83,,,,14.88670972,,,,0.221871562
2019,12,2019.92,,,,,,,,
2020,1,2020.0,,,,,,,,
2020,2,2020.08,,,,14.6866176,,,,0.129615739
2020,3,2020.17,,,,,,,,
2020,4,2020.25,,,,14.53539033,,,,0.385023085
2020,5,2020.33,,,,14.6819867,,,,0.053390922
2020,6,2020.42,,,,,,,,
2020,7,2020.5,,,,14.86441494,,,,0.35440376700000004
2020,8,2020.58,,,,,,,,
2020,9,2020.67,,,,14.47581811,,,,0.46203369
2020,10,2020.75,,,,,,,,
2020,11,2020.83,,,,14.65308326,,,,0.11004278
2020,12,2020.92,,,,,,,,
