# Semihemispheric annual emissions with no systematic uncertainty for CFC-114 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-03-22 21:16:52.008298+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1988,6,1988.46,12.787956419818832,3.2953385856410904,2.2512639157073155,1.6309935334512364,1.1452854557478043,1.6034855868143059,1.921436847040732,1.211519567816924
1989,6,1989.46,11.116340749856748,3.0989008494583277,2.138789321719437,1.5030437366595353,1.1343666663751868,1.5995564555389783,1.919373073716934,1.2107975971679186
1990,6,1990.46,7.535130277004096,2.594696058732403,1.8995496589805791,1.3493641671538457,1.1404526065565193,1.5980137375696468,1.92173113250373,1.2109487294626835
1991,6,1991.46,4.1740262397697085,2.122634679489663,1.6707668833925364,1.2018819576663902,1.112996939579999,1.5916745404496992,1.919325048808409,1.213218396472046
1992,6,1992.46,3.090496794297421,1.9418998317782512,1.5701405379332696,1.137853436359206,1.099105076254985,1.5930379542473216,1.918842802991073,1.2124007668932901
1993,6,1993.46,2.770970589060702,1.8256845333542389,1.5058575185363876,1.0862584791664107,1.0941937356124112,1.5884675543846016,1.9189320210038436,1.2145663324343599
1994,6,1994.46,2.1266319445774147,1.6966018579844226,1.4383584983908266,1.0383811190321082,1.0882823367337102,1.5840546371828794,1.9208549939239452,1.2142166421445948
1995,6,1995.46,1.0277193879329454,1.5283756381575733,1.3472548381292528,0.9664127790983573,1.0808779463002132,1.583434962304183,1.917345397674584,1.2120223278379703
1996,6,1996.46,0.2015199093455271,1.3802017279445877,1.2577534262906835,0.8966993336801726,1.07619930929489,1.5829319750421678,1.9163443519773882,1.2126275077073811
1997,6,1997.46,0.0019973539699220666,1.2759521730650405,1.19411021035898,0.8517395887886411,1.0537936315286287,1.579332029557118,1.9175601866436023,1.2149199288726613
1998,6,1998.46,0.2619435875516136,1.2225101035974923,1.147601531693583,0.8239611620392845,1.0489545098784205,1.571468631369022,1.9150932814341994,1.2142967268501184
1999,6,1999.46,0.2096609840324999,1.1240164882460595,1.0726295729240574,0.7723951731845026,1.0351032894326522,1.5691098655314901,1.9133098830943294,1.2136422692440596
2000,6,2000.46,0.048321202362992866,1.002711294216126,0.9925567481233303,0.7226719627815691,1.036372572633876,1.5649056785548727,1.9105059829788018,1.2155608924768477
2001,6,2001.46,0.16240611474746514,0.9217756838745322,0.9329223914542014,0.6831244295492686,1.0309130905493926,1.5661781065234675,1.9072941394298972,1.2154125154362387
2002,6,2002.46,0.23779746172558403,0.8419855817845007,0.876137988137966,0.6502276541522115,1.034975275757903,1.5667398646012636,1.9092268649347006,1.2156730261802124
2003,6,2003.46,0.2836501508693896,0.7531311164904649,0.8225491232208076,0.6068365973764234,1.0275521776685772,1.5677030656692723,1.908631210474942,1.2149629535416708
2004,6,2004.46,0.211287939861879,0.6461971672974886,0.7572585456723001,0.5529217410286362,1.0086190317119712,1.5687596427883266,1.906323041814117,1.2156749479280287
2005,6,2005.46,0.279082876870212,0.5653461558699707,0.69511456980418,0.47760446495419934,0.9994934354824173,1.5675056851324396,1.9026971216994808,1.215535203139617
2006,6,2006.46,0.4368804786993801,0.5079278501553471,0.6499383079600809,0.4219321267989144,0.9927994646467283,1.5654931458921613,1.8999445848574372,1.216532761928498
2007,6,2007.46,0.5951753688380547,0.4571915316082935,0.6071975948932434,0.3758084657159237,0.9759636252336845,1.5610106959787025,1.8977133913976496,1.213537119820326
2008,6,2008.46,0.6657429091079959,0.398619989065275,0.5721233041300219,0.3427757161520088,0.9522726271863742,1.5537057418086486,1.8955463175453666,1.2161294182568398
2009,6,2009.46,0.6575058726991935,0.3558806527590849,0.559965645082526,0.3389493034553778,0.9644716736858304,1.5550324094225372,1.891733812295383,1.215550697635242
2010,6,2010.46,0.5237381172996823,0.30414367900545347,0.5303482203362709,0.3339850670637819,0.9659101617478418,1.5557574170357142,1.895638863613363,1.2155055807886184
2011,6,2011.46,0.5718900641956804,0.30474734338511794,0.5210956367143492,0.3187767699796388,0.9641897371794451,1.5592256364588784,1.8939491923669074,1.2164327004691833
2012,6,2012.46,0.6786718146109746,0.3120640395950857,0.5177600819873793,0.31996682047213604,0.9608330613052151,1.5588472015033614,1.8954494299683025,1.2165291543103016
2013,6,2013.46,0.734325543276858,0.3298740286101438,0.5281314643310083,0.3178483844825775,0.9703770416174268,1.5645247737362875,1.8963697492363363,1.2180590124315822
2014,6,2014.46,0.7416191190798357,0.36127793890902776,0.5604061147192688,0.3365051945885203,0.9692892996888685,1.5631480235317599,1.8929397204672673,1.2172271801068242
2015,6,2015.46,0.7031776524285006,0.3942097798883925,0.5945954784788544,0.3654614325651106,0.956154316463636,1.5668277609274166,1.8950638230737322,1.2157464130948032
2016,6,2016.46,0.6820730437849293,0.4530772151274807,0.6542839569885934,0.4151821053332518,0.9525141005097909,1.5690498066828256,1.8947125172134762,1.2149117917961596
2017,6,2017.46,0.8533661450532583,0.5181209164768885,0.7134051250144074,0.47886173273988675,0.9647204078937783,1.5725860537178533,1.8955220232970824,1.2150470704741856
2018,6,2018.46,1.0345477886792696,0.5623521492358516,0.7552620861787661,0.5284849135766506,0.9643312533159905,1.5710378340339526,1.8999011135180632,1.2156079394677135
2019,6,2019.46,0.9460246321841269,0.5466908466140146,0.7611613728768399,0.5447679056647774,0.974306427692338,1.572108864083005,1.8979487930149845,1.2167051279452565
2020,6,2020.46,0.5282046724014721,0.5265803181927221,0.763052651843581,0.5508566474651707,0.9890620721296017,1.5713962324633541,1.8958783961336123,1.2160159181722698
