# AGAGE data for CFC-115
# Created by lw13938 on 2022-03-22 21:04:11.300793
# Contact AGAGE data owners before use 
# This file contains data from the following sites/instruments: 
#===================================================
# JFJ 
#   1. Medusa
#------------------
# CGO 
#   1. Medusa
#   3. Archive
#  Instruments combined in above order of preference
#------------------
# SCALE: SIO-05
# UNITS: ppt
var,mf,mf,mf,mf,mf_variability,mf_variability,mf_variability,mf_variability,sites,sites,sites,sites,instruments,instruments,instruments,instruments
1991-10-01,,,,,,,,,,,,,,,,
1991-11-01,,,,,,,,,,,,,,,,
1991-12-01,,,,,,,,,,,,,,,,
1992-01-01,,,,,,,,,,,,,,,,
1992-02-01,,,,,,,,,,,,,,,,
1992-03-01,,,,5.9182,,,,0.012020815280171309,,,,CGO,,,,Archive
1992-04-01,,,,,,,,,,,,,,,,
1992-05-01,,,,,,,,,,,,,,,,
1992-06-01,,,,,,,,,,,,,,,,
1992-07-01,,,,,,,,,,,,,,,,
1992-08-01,,,,,,,,,,,,,,,,
1992-09-01,,,,6.1152,,,,0.02842569260369921,,,,CGO,,,,Archive
1992-10-01,,,,,,,,,,,,,,,,
1992-11-01,,,,,,,,,,,,,,,,
1992-12-01,,,,,,,,,,,,,,,,
1993-01-01,,,,,,,,,,,,,,,,
1993-02-01,,,,,,,,,,,,,,,,
1993-03-01,,,,6.2081,,,,0.007636753236814713,,,,CGO,,,,Archive
1993-04-01,,,,,,,,,,,,,,,,
1993-05-01,,,,,,,,,,,,,,,,
1993-06-01,,,,,,,,,,,,,,,,
1993-07-01,,,,,,,,,,,,,,,,
1993-08-01,,,,,,,,,,,,,,,,
1993-09-01,,,,,,,,,,,,,,,,
1993-10-01,,,,,,,,,,,,,,,,
1993-11-01,,,,,,,,,,,,,,,,
1993-12-01,,,,,,,,,,,,,,,,
1994-01-01,,,,,,,,,,,,,,,,
1994-02-01,,,,6.636,,,,0.040163665171395906,,,,CGO,,,,Archive
1994-03-01,,,,,,,,,,,,,,,,
1994-04-01,,,,6.694,,,,0.027152900397563424,,,,CGO,,,,Archive
1994-05-01,,,,,,,,,,,,,,,,
1994-06-01,,,,,,,,,,,,,,,,
1994-07-01,,,,,,,,,,,,,,,,
1994-08-01,,,,,,,,,,,,,,,,
1994-09-01,,,,,,,,,,,,,,,,
1994-10-01,,,,6.9079,,,,0.1441083620058184,,,,CGO,,,,Archive
1994-11-01,,,,,,,,,,,,,,,,
1994-12-01,,,,,,,,,,,,,,,,
1995-01-01,,,,,,,,,,,,,,,,
1995-02-01,,,,6.965933333333333,,,,0.046056221681283795,,,,CGO,,,,Archive
1995-03-01,,,,7.0609,,,,0.02248599564173221,,,,CGO,,,,Archive
1995-04-01,,,,,,,,,,,,,,,,
1995-05-01,,,,,,,,,,,,,,,,
1995-06-01,,,,7.1459,,,,0.023193102422918763,,,,CGO,,,,Archive
1995-07-01,,,,7.185,,,,0.08570134187980956,,,,CGO,,,,Archive
1995-08-01,,,,7.1988,,,,0.012303657992645926,,,,CGO,,,,Archive
1995-09-01,,,,7.328,,,,0.048648946545634474,,,,CGO,,,,Archive
1995-10-01,,,,7.2488,,,,0.006081118318204309,,,,CGO,,,,Archive
1995-11-01,,,,7.2513749999999995,,,,0.09549477079924325,,,,CGO,,,,Archive
1995-12-01,,,,7.2998,,,,0.08612560594852149,,,,CGO,,,,Archive
1996-01-01,,,,,,,,,,,,,,,,
1996-02-01,,,,,,,,,,,,,,,,
1996-03-01,,,,,,,,,,,,,,,,
1996-04-01,,,,,,,,,,,,,,,,
1996-05-01,,,,7.3398,,,,0.029415642097360375,,,,CGO,,,,Archive
1996-06-01,,,,,,,,,,,,,,,,
1996-07-01,,,,,,,,,,,,,,,,
1996-08-01,,,,7.4868,,,,0.034365389565666205,,,,CGO,,,,Archive
1996-09-01,,,,,,,,,,,,,,,,
1996-10-01,,,,7.5187,,,,0.021354624791833737,,,,CGO,,,,Archive
1996-11-01,,,,7.4588,,,,0.03761808075912433,,,,CGO,,,,Archive
1996-12-01,,,,,,,,,,,,,,,,
1997-01-01,,,,7.523733333333333,,,,0.0757075660390397,,,,CGO,,,,Archive
1997-02-01,,,,,,,,,,,,,,,,
1997-03-01,,,,7.5907,,,,0.05826559876977152,,,,CGO,,,,Archive
1997-04-01,,,,7.5997,,,,0.06434671708797582,,,,CGO,,,,Archive
1997-05-01,,,,7.6347,,,,0.08315575746753799,,,,CGO,,,,Archive
1997-06-01,,,,,,,,,,,,,,,,
1997-07-01,,,,7.6897,,,,0.07650895372438445,,,,CGO,,,,Archive
1997-08-01,,,,,,,,,,,,,,,,
1997-09-01,,,,,,,,,,,,,,,,
1997-10-01,,,,,,,,,,,,,,,,
1997-11-01,,,,,,,,,,,,,,,,
1997-12-01,,,,,,,,,,,,,,,,
1998-01-01,,,,,,,,,,,,,,,,
1998-02-01,,,,,,,,,,,,,,,,
1998-03-01,,,,,,,,,,,,,,,,
1998-04-01,,,,7.7987,,,,0.030547012947258853,,,,CGO,,,,Archive
1998-05-01,,,,,,,,,,,,,,,,
1998-06-01,,,,7.8107,,,,0.05854844148224614,,,,CGO,,,,Archive
1998-07-01,,,,,,,,,,,,,,,,
1998-08-01,,,,,,,,,,,,,,,,
1998-09-01,,,,,,,,,,,,,,,,
1998-10-01,,,,7.8736,,,,0.061659711319466945,,,,CGO,,,,Archive
1998-11-01,,,,,,,,,,,,,,,,
1998-12-01,,,,,,,,,,,,,,,,
1999-01-01,,,,,,,,,,,,,,,,
1999-02-01,,,,7.9276,,,,0.04341635636485402,,,,CGO,,,,Archive
1999-03-01,,,,,,,,,,,,,,,,
1999-04-01,,,,7.9486,,,,0.06434671708797582,,,,CGO,,,,Archive
1999-05-01,,,,,,,,,,,,,,,,
1999-06-01,,,,,,,,,,,,,,,,
1999-07-01,,,,,,,,,,,,,,,,
1999-08-01,,,,7.9866,,,,0.02276883835420683,,,,CGO,,,,Archive
1999-09-01,,,,,,,,,,,,,,,,
1999-10-01,,,,,,,,,,,,,,,,
1999-11-01,,,,7.9936,,,,0.08202438661763951,,,,CGO,,,,Archive
1999-12-01,,,,,,,,,,,,,,,,
2000-01-01,,,,,,,,,,,,,,,,
2000-02-01,,,,,,,,,,,,,,,,
2000-03-01,,,,8.0446,,,,0.06081118318204308,,,,CGO,,,,Archive
2000-04-01,,,,,,,,,,,,,,,,
2000-05-01,,,,,,,,,,,,,,,,
2000-06-01,,,,,,,,,,,,,,,,
2000-07-01,,,,,,,,,,,,,,,,
2000-08-01,,,,8.07825,,,,0.04115361466505707,,,,CGO,,,,Archive
2000-09-01,,,,8.0886,,,,0.03252691193458118,,,,CGO,,,,Archive
2000-10-01,,,,,,,,,,,,,,,,
2000-11-01,,,,,,,,,,,,,,,,
2000-12-01,,,,,,,,,,,,,,,,
2001-01-01,,,,8.1176,,,,0.02884995667241114,,,,CGO,,,,Archive
2001-02-01,,,,,,,,,,,,,,,,
2001-03-01,,,,,,,,,,,,,,,,
2001-04-01,,,,8.10055,,,,0.052184480451567206,,,,CGO,,,,Archive
2001-05-01,,,,,,,,,,,,,,,,
2001-06-01,,,,,,,,,,,,,,,,
2001-07-01,,,,8.1326,,,,0.08145870119269027,,,,CGO,,,,Archive
2001-08-01,,,,,,,,,,,,,,,,
2001-09-01,,,,8.11985,,,,0.06894291116568839,,,,CGO,,,,Archive
2001-10-01,,,,,,,,,,,,,,,,
2001-11-01,,,,,,,,,,,,,,,,
2001-12-01,,,,,,,,,,,,,,,,
2002-01-01,,,,,,,,,,,,,,,,
2002-02-01,,,,,,,,,,,,,,,,
2002-03-01,,,,,,,,,,,,,,,,
2002-04-01,,,,,,,,,,,,,,,,
2002-05-01,,,,,,,,,,,,,,,,
2002-06-01,,,,8.2295,,,,0.040163665171395906,,,,CGO,,,,Archive
2002-07-01,,,,,,,,,,,,,,,,
2002-08-01,,,,,,,,,,,,,,,,
2002-09-01,,,,,,,,,,,,,,,,
2002-10-01,,,,,,,,,,,,,,,,
2002-11-01,,,,,,,,,,,,,,,,
2002-12-01,,,,,,,,,,,,,,,,
2003-01-01,,,,,,,,,,,,,,,,
2003-02-01,,,,8.2305,,,,0.055437171645025325,,,,CGO,,,,Archive
2003-03-01,,,,,,,,,,,,,,,,
2003-04-01,,,,,,,,,,,,,,,,
2003-05-01,,,,8.2675,,,,0.01626345596729059,,,,CGO,,,,Archive
2003-06-01,,,,,,,,,,,,,,,,
2003-07-01,,,,,,,,,,,,,,,,
2003-08-01,,,,,,,,,,,,,,,,
2003-09-01,,,,,,,,,,,,,,,,
2003-10-01,,,,8.2895,,,,0.015414927829866736,,,,CGO,,,,Archive
2003-11-01,,,,,,,,,,,,,,,,
2003-12-01,,,,,,,,,,,,,,,,
2004-01-01,,,,8.323,,,,0.053,,,,CGO,,,,Medusa
2004-02-01,,,,8.322000000000001,,,,0.054000000000000006,,,,CGO,,,,Medusa
2004-03-01,,,,8.338,,,,0.06,,,,CGO,,,,Medusa
2004-04-01,,,,8.342,,,,0.053,,,,CGO,,,,Medusa
2004-05-01,,,,8.328,,,,0.052000000000000005,,,,CGO,,,,Medusa
2004-06-01,,,,8.342,,,,0.053,,,,CGO,,,,Medusa
2004-07-01,,,,8.35,,,,0.057999999999999996,,,,CGO,,,,Medusa
2004-08-01,,,,8.363999999999999,,,,0.055999999999999994,,,,CGO,,,,Medusa
2004-09-01,,,,8.366,,,,0.059000000000000004,,,,CGO,,,,Medusa
2004-10-01,,,,8.345,,,,0.061,,,,CGO,,,,Medusa
2004-11-01,,,,8.346,,,,0.057,,,,CGO,,,,Medusa
2004-12-01,,,,8.377,,,,0.055,,,,CGO,,,,Medusa
2005-01-01,,,,8.366,,,,0.059000000000000004,,,,CGO,,,,Medusa
2005-02-01,,,,8.363,,,,0.057999999999999996,,,,CGO,,,,Medusa
2005-03-01,,,,8.366,,,,0.062,,,,CGO,,,,Medusa
2005-04-01,,,,8.365,,,,0.059000000000000004,,,,CGO,,,,Medusa
2005-05-01,,,,8.347000000000001,,,,0.061,,,,CGO,,,,Medusa
2005-06-01,,,,8.349,,,,0.059000000000000004,,,,CGO,,,,Medusa
2005-07-01,,,,8.331,,,,0.07,,,,CGO,,,,Medusa
2005-08-01,,,,8.336,,,,0.055,,,,CGO,,,,Medusa
2005-09-01,,,,8.332,,,,0.065,,,,CGO,,,,Medusa
2005-10-01,,,,8.331,,,,0.069,,,,CGO,,,,Medusa
2005-11-01,,,,8.384,,,,0.067,,,,CGO,,,,Medusa
2005-12-01,,,,8.359,,,,0.066,,,,CGO,,,,Medusa
2006-01-01,,,,8.347000000000001,,,,0.051,,,,CGO,,,,Medusa
2006-02-01,,,,8.347000000000001,,,,0.045,,,,CGO,,,,Medusa
2006-03-01,,,,8.342,,,,0.040999999999999995,,,,CGO,,,,Medusa
2006-04-01,,,,8.351,,,,0.047,,,,CGO,,,,Medusa
2006-05-01,,,,8.351,,,,0.066,,,,CGO,,,,Medusa
2006-06-01,,,,8.349,,,,0.08199999999999999,,,,CGO,,,,Medusa
2006-07-01,,,,8.344,,,,0.079,,,,CGO,,,,Medusa
2006-08-01,,,,8.35,,,,0.07,,,,CGO,,,,Medusa
2006-09-01,,,,8.39,,,,0.087,,,,CGO,,,,Medusa
2006-10-01,,,,8.392000000000001,,,,0.091,,,,CGO,,,,Medusa
2006-11-01,,,,8.361,,,,0.07400000000000001,,,,CGO,,,,Medusa
2006-12-01,,,,8.335,,,,0.068,,,,CGO,,,,Medusa
2007-01-01,,,,8.327,,,,0.064,,,,CGO,,,,Medusa
2007-02-01,,,,8.312999999999999,,,,0.081,,,,CGO,,,,Medusa
2007-03-01,,,,8.346,,,,0.08199999999999999,,,,CGO,,,,Medusa
2007-04-01,,,,8.329,,,,0.062,,,,CGO,,,,Medusa
2007-05-01,,,,8.325,,,,0.06,,,,CGO,,,,Medusa
2007-06-01,,,,8.311,,,,0.055999999999999994,,,,CGO,,,,Medusa
2007-07-01,,,,8.32,,,,0.059000000000000004,,,,CGO,,,,Medusa
2007-08-01,,,,8.353,,,,0.052000000000000005,,,,CGO,,,,Medusa
2007-09-01,,,,8.345,,,,0.057999999999999996,,,,CGO,,,,Medusa
2007-10-01,,,,8.363,,,,0.098,,,,CGO,,,,Medusa
2007-11-01,,,,8.354,,,,0.069,,,,CGO,,,,Medusa
2007-12-01,,,,8.349,,,,0.064,,,,CGO,,,,Medusa
2008-01-01,,,,8.379,,,,0.073,,,,CGO,,,,Medusa
2008-02-01,,,,8.363,,,,0.07,,,,CGO,,,,Medusa
2008-03-01,,,,8.343,,,,0.084,,,,CGO,,,,Medusa
2008-04-01,,,,8.36,,,,0.10800000000000001,,,,CGO,,,,Medusa
2008-05-01,,,,8.347000000000001,,,,0.07400000000000001,,,,CGO,,,,Medusa
2008-06-01,,,,8.354,,,,0.086,,,,CGO,,,,Medusa
2008-07-01,,,,8.368,,,,0.068,,,,CGO,,,,Medusa
2008-08-01,,,,8.339,,,,0.052000000000000005,,,,CGO,,,,Medusa
2008-09-01,,,,8.344,,,,0.06,,,,CGO,,,,Medusa
2008-10-01,,,,8.34,,,,0.08800000000000001,,,,CGO,,,,Medusa
2008-11-01,,,,8.347000000000001,,,,0.084,,,,CGO,,,,Medusa
2008-12-01,,,,8.343,,,,0.064,,,,CGO,,,,Medusa
2009-01-01,,,,8.33,,,,0.068,,,,CGO,,,,Medusa
2009-02-01,,,,8.389,,,,0.08900000000000001,,,,CGO,,,,Medusa
2009-03-01,,,,8.363999999999999,,,,0.084,,,,CGO,,,,Medusa
2009-04-01,,,,8.357999999999999,,,,0.081,,,,CGO,,,,Medusa
2009-05-01,,,,8.371,,,,0.049,,,,CGO,,,,Medusa
2009-06-01,,,,8.347000000000001,,,,0.076,,,,CGO,,,,Medusa
2009-07-01,,,,8.345,,,,0.064,,,,CGO,,,,Medusa
2009-08-01,,,,8.347999999999999,,,,0.076,,,,CGO,,,,Medusa
2009-09-01,,,,8.357999999999999,,,,0.098,,,,CGO,,,,Medusa
2009-10-01,8.402000000000001,,,8.363,0.049,,,0.086,JFJ,,,CGO,Medusa,,,Medusa
2009-11-01,8.401,,,8.395,0.05,,,0.071,JFJ,,,CGO,Medusa,,,Medusa
2009-12-01,8.402000000000001,,,8.389,0.051,,,0.07400000000000001,JFJ,,,CGO,Medusa,,,Medusa
2010-01-01,8.398,,,8.387,0.055999999999999994,,,0.078,JFJ,,,CGO,Medusa,,,Medusa
2010-02-01,8.399,,,8.432,0.063,,,0.085,JFJ,,,CGO,Medusa,,,Medusa
2010-03-01,8.402999999999999,,,,0.066,,,,JFJ,,,,Medusa,,,
2010-04-01,8.408999999999999,,,,0.07200000000000001,,,,JFJ,,,,Medusa,,,
2010-05-01,8.45,,,8.389,0.081,,,0.046,JFJ,,,CGO,Medusa,,,Medusa
2010-06-01,8.404,,,8.376,0.084,,,0.054000000000000006,JFJ,,,CGO,Medusa,,,Medusa
2010-07-01,8.408999999999999,,,8.359,0.09,,,0.054000000000000006,JFJ,,,CGO,Medusa,,,Medusa
2010-08-01,8.395,,,8.36,0.085,,,0.049,JFJ,,,CGO,Medusa,,,Medusa
2010-09-01,8.404,,,8.378,0.08199999999999999,,,0.051,JFJ,,,CGO,Medusa,,,Medusa
2010-10-01,8.419,,,8.38,0.069,,,0.053,JFJ,,,CGO,Medusa,,,Medusa
2010-11-01,8.401,,,8.369,0.07,,,0.059000000000000004,JFJ,,,CGO,Medusa,,,Medusa
2010-12-01,8.375,,,8.346,0.07,,,0.061,JFJ,,,CGO,Medusa,,,Medusa
2011-01-01,8.366,,,8.35,0.055999999999999994,,,0.06,JFJ,,,CGO,Medusa,,,Medusa
2011-02-01,8.378,,,8.361,0.057,,,0.055999999999999994,JFJ,,,CGO,Medusa,,,Medusa
2011-03-01,8.392999999999999,,,8.356,0.057,,,0.061,JFJ,,,CGO,Medusa,,,Medusa
2011-04-01,8.392000000000001,,,8.363,0.061,,,0.068,JFJ,,,CGO,Medusa,,,Medusa
2011-05-01,8.386000000000001,,,8.35,0.057999999999999996,,,0.067,JFJ,,,CGO,Medusa,,,Medusa
2011-06-01,8.392999999999999,,,8.376,0.052000000000000005,,,0.076,JFJ,,,CGO,Medusa,,,Medusa
2011-07-01,8.394,,,8.381,0.045,,,0.083,JFJ,,,CGO,Medusa,,,Medusa
2011-08-01,8.394,,,8.352,0.044000000000000004,,,0.094,JFJ,,,CGO,Medusa,,,Medusa
2011-09-01,8.392000000000001,,,8.383,0.05,,,0.083,JFJ,,,CGO,Medusa,,,Medusa
2011-10-01,8.397,,,8.374,0.040999999999999995,,,0.09300000000000001,JFJ,,,CGO,Medusa,,,Medusa
2011-11-01,8.392000000000001,,,8.382,0.040999999999999995,,,0.08199999999999999,JFJ,,,CGO,Medusa,,,Medusa
2011-12-01,8.392999999999999,,,8.385,0.040999999999999995,,,0.059000000000000004,JFJ,,,CGO,Medusa,,,Medusa
2012-01-01,8.392000000000001,,,8.386000000000001,0.04,,,0.068,JFJ,,,CGO,Medusa,,,Medusa
2012-02-01,8.396,,,8.377,0.048,,,0.083,JFJ,,,CGO,Medusa,,,Medusa
2012-03-01,8.392000000000001,,,8.383,0.043,,,0.086,JFJ,,,CGO,Medusa,,,Medusa
2012-04-01,8.392999999999999,,,8.383,0.042,,,0.08199999999999999,JFJ,,,CGO,Medusa,,,Medusa
2012-05-01,8.412,,,8.386000000000001,0.04,,,0.07200000000000001,JFJ,,,CGO,Medusa,,,Medusa
2012-06-01,8.408,,,8.394,0.035,,,0.075,JFJ,,,CGO,Medusa,,,Medusa
2012-07-01,8.413,,,8.404,0.038,,,0.062,JFJ,,,CGO,Medusa,,,Medusa
2012-08-01,8.412,,,8.411,0.057999999999999996,,,0.033,JFJ,,,CGO,Medusa,,,Medusa
2012-09-01,8.408,,,8.42,0.075,,,0.032,JFJ,,,CGO,Medusa,,,Medusa
2012-10-01,8.408999999999999,,,8.419,0.065,,,0.037000000000000005,JFJ,,,CGO,Medusa,,,Medusa
2012-11-01,8.414,,,8.415,0.055,,,0.043,JFJ,,,CGO,Medusa,,,Medusa
2012-12-01,8.405,,,8.426,0.037000000000000005,,,0.040999999999999995,JFJ,,,CGO,Medusa,,,Medusa
2013-01-01,8.411,,,8.425,0.043,,,0.040999999999999995,JFJ,,,CGO,Medusa,,,Medusa
2013-02-01,8.425,,,8.433,0.048,,,0.042,JFJ,,,CGO,Medusa,,,Medusa
2013-03-01,8.425,,,8.433,0.045,,,0.04,JFJ,,,CGO,Medusa,,,Medusa
2013-04-01,8.432,,,8.434,0.044000000000000004,,,0.051,JFJ,,,CGO,Medusa,,,Medusa
2013-05-01,8.433,,,8.415,0.047,,,0.043,JFJ,,,CGO,Medusa,,,Medusa
2013-06-01,8.431000000000001,,,8.418,0.042,,,0.035,JFJ,,,CGO,Medusa,,,Medusa
2013-07-01,8.43,,,8.425,0.036000000000000004,,,0.035,JFJ,,,CGO,Medusa,,,Medusa
2013-08-01,8.423,,,8.422,0.04,,,0.042,JFJ,,,CGO,Medusa,,,Medusa
2013-09-01,8.418,,,8.429,0.043,,,0.045,JFJ,,,CGO,Medusa,,,Medusa
2013-10-01,8.411,,,8.43,0.046,,,0.04,JFJ,,,CGO,Medusa,,,Medusa
2013-11-01,,,,8.425,,,,0.040999999999999995,,,,CGO,,,,Medusa
