# Semihemispheric annual emissions with no systematic uncertainty for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-08-17 21:55:00.498133+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1992,6,1992.46,6.633844538651336,1.7325803046763613,1.3792779245204603,1.2357819453328047,1.592213375749605,1.5295012754364727,0.7978203961675397,0.6388796889618299
1993,6,1993.46,6.953827959335143,1.6633921466542023,1.3537100875184984,1.1918878031385638,1.5399361423178208,1.490297932515154,0.774602073774105,0.622856395290857
1994,6,1994.46,6.445968441129353,1.4624812914438756,1.2845943886466937,1.161571331505993,1.4721778069276448,1.4526020008668594,0.7535334168908562,0.5988085107040811
1995,6,1995.46,5.069146118887843,1.179291380120633,1.1437208799633238,1.080798052720878,1.3945392397354583,1.4125028227495424,0.730201373245594,0.5773856768892666
1996,6,1996.46,4.095041756589032,0.9332880353668999,0.9269702425301589,0.8801193042540393,1.3547395292926776,1.3815698871497393,0.6991442118511119,0.5574423925148393
1997,6,1997.46,3.511656300474492,0.7573272499838096,0.7667382691600312,0.7480645167596905,1.2900812000409436,1.338406543471149,0.678368507061777,0.5234042445105132
1998,6,1998.46,2.6473870374675443,0.6048371239932423,0.6280166198751221,0.6261287668632837,1.2480657865165663,1.3138412221383133,0.6500690716852363,0.4992390198342868
1999,6,1999.46,1.8750429336684038,0.45343779074766416,0.5295420408826351,0.522694783649197,1.192010103414139,1.2720196129410342,0.6178321940380562,0.4729068432778383
2000,6,2000.46,1.3492619177674694,0.38481699555992543,0.46529759299547196,0.444037020174616,1.1757193158095278,1.2322384766663614,0.5784353406635244,0.4404293611974831
2001,6,2001.46,1.2410306912718208,0.3901359856992373,0.4491292511516241,0.407049056394501,1.060665760903894,1.1994293797930988,0.5430332279517369,0.3956710377976451
2002,6,2002.46,1.0503355681167632,0.3890108610647139,0.4523261990194269,0.4052185936098818,0.9451113894750169,1.1769958577016586,0.5033559873586085,0.3660039700864032
2003,6,2003.46,0.6386919599536496,0.35429222194676185,0.4503284366203684,0.3904910143307876,0.8430857174559792,1.1345644975133378,0.4737850272948016,0.3302662338315864
2004,6,2004.46,0.26766039185969465,0.28558693322067347,0.3844236347282491,0.3374233711763921,0.8134197677609157,1.0909562860884676,0.43112962171575386,0.2951019941579631
2005,6,2005.46,0.03502776817475275,0.23074094821959332,0.2605116435423213,0.19259387813118586,0.7698312941277955,1.0460364391756494,0.383263402482161,0.2728063655566755
2006,6,2006.46,0.39353028920666605,0.1871545908524053,0.1992691890205884,0.08851052297271121,0.7279679327175363,1.0059367943579514,0.34291888167011864,0.2538165678488371
2007,6,2007.46,0.3418944048011489,0.17375744054233502,0.19538433446282485,0.04178448961619117,0.6986626319291713,0.9771733219180465,0.32715071410856617,0.230370756425604
2008,6,2008.46,0.3023322504979045,0.16403279785961594,0.2245288255177789,0.03391504536095723,0.7011200436897197,0.9667394639142677,0.32337160471494825,0.21720223109570744
2009,6,2009.46,0.10944727231522562,0.1532372815722218,0.18852677131412668,0.01668513766660176,0.7006166378378852,0.9420084006486462,0.3210339067108472,0.20145574338637257
2010,6,2010.46,0.1259382695655564,0.18239788692719397,0.15445432516832652,0.017095049669772513,0.672713360450828,0.9203597186335465,0.31541338214076287,0.203130684046796
2011,6,2011.46,0.2034679345363419,0.26421334172603617,0.23714827060733648,0.07676746156493644,0.6613720070379765,0.9175452035894118,0.3044287266116448,0.19696337125505237
2012,6,2012.46,0.11344320524035621,0.30451864952249424,0.3644433095842463,0.14909666293231386,0.6677121990367842,0.9307238532593379,0.3134474904711471,0.18530743019318027
2013,6,2013.46,-3.469446951953614e-18,0.2810817837147259,0.3838625336959644,0.08038066446958356,0.6613048765929057,0.9176978644208629,0.29611157979397484,0.18378266175045702
2014,6,2014.46,0.15398052454732897,0.34841467104248386,0.4482097026400955,0.030796353953735128,0.6594148703323551,0.9213144729879658,0.2979182857069492,0.18218630142643136
2015,6,2015.46,0.31987901746473374,0.3911450726827424,0.5331798292245186,0.04480317053516191,0.6537266916659051,0.9290444041635542,0.29660031094411654,0.18062230972270502
2016,6,2016.46,0.5383327066886686,0.41576726988707363,0.5169845027161678,1.3552527156068805e-20,0.669672874433321,0.9329919906720205,0.2920410578402933,0.1753459598702079
2017,6,2017.46,0.8679458958205811,0.5061512591861853,0.6183969760010318,6.776263578034403e-21,0.6630481501975525,0.9380263175097807,0.3001048311408639,0.17776515786681804
2018,6,2018.46,0.6607991960099466,0.48403093829256066,0.7349852305553407,0.0,0.6748683275574392,0.9556182587240392,0.30994468893770527,0.1846732358730509
2019,6,2019.46,0.5888276553757984,0.452876003665548,0.7372387910377943,0.0,0.6994286175365759,0.9947017935121526,0.31911492423142096,0.19457188970722714
2020,6,2020.46,0.3017667507513058,0.4077463353012228,0.6934697644419128,0.0,0.7172614283781539,1.0370147004364882,0.33865167128667745,0.22190255225108219
